Number of Clients,Number of Rounds,Number of Epochs,Number of Data Poisoned Clients,Number of Model Poisoned Clients,Scale Factor,Aggregation Type,Round,Global Accuracy
10,40,3,0,0,5,mean,1,0.078
10,40,3,0,0,5,mean,2,0.111
10,40,3,0,0,5,mean,3,0.151
10,40,3,0,0,5,mean,4,0.245
10,40,3,0,0,5,mean,5,0.331
10,40,3,0,0,5,mean,6,0.224
10,40,3,0,0,5,mean,7,0.287
10,40,3,0,0,5,mean,8,0.296
10,40,3,0,0,5,mean,9,0.381
10,40,3,0,0,5,mean,10,0.394
10,40,3,0,0,5,mean,11,0.238
10,40,3,0,0,5,mean,12,0.327
10,40,3,0,0,5,mean,13,0.311
10,40,3,0,0,5,mean,14,0.378
10,40,3,0,0,5,mean,15,0.363
10,40,3,0,0,5,mean,16,0.293
10,40,3,0,0,5,mean,17,0.383
10,40,3,0,0,5,mean,18,0.309
10,40,3,0,0,5,mean,19,0.303
10,40,3,0,0,5,mean,20,0.269
10,40,3,0,0,5,mean,21,0.316
10,40,3,0,0,5,mean,22,0.27
10,40,3,0,0,5,mean,23,0.327
10,40,3,0,0,5,mean,24,0.351
10,40,3,0,0,5,mean,25,0.344
10,40,3,0,0,5,mean,26,0.356
10,40,3,0,0,5,mean,27,0.281
10,40,3,0,0,5,mean,28,0.269
10,40,3,0,0,5,mean,29,0.314
10,40,3,0,0,5,mean,30,0.312
10,40,3,0,0,5,mean,31,0.335
10,40,3,0,0,5,mean,32,0.325
10,40,3,0,0,5,mean,33,0.33
10,40,3,0,0,5,mean,34,0.32
10,40,3,0,0,5,mean,35,0.327
10,40,3,0,0,5,mean,36,0.309
10,40,3,0,0,5,mean,37,0.308
10,40,3,0,0,5,mean,38,0.28
10,40,3,0,0,5,mean,39,0.356
10,40,3,0,0,5,mean,40,0.366
