Number of Clients,Number of Rounds,Number of Epochs,Number of Data Poisoned Clients,Number of Model Poisoned Clients,Scale Factor,Aggregation Type,Round,Global Accuracy
10,40,3,0,0,5,mean,1,0.103
10,40,3,0,0,5,mean,2,0.192
10,40,3,0,0,5,mean,3,0.23
10,40,3,0,0,5,mean,4,0.287
10,40,3,0,0,5,mean,5,0.305
10,40,3,0,0,5,mean,6,0.324
10,40,3,0,0,5,mean,7,0.342
10,40,3,0,0,5,mean,8,0.306
10,40,3,0,0,5,mean,9,0.343
10,40,3,0,0,5,mean,10,0.357
10,40,3,0,0,5,mean,11,0.321
10,40,3,0,0,5,mean,12,0.354
10,40,3,0,0,5,mean,13,0.353
10,40,3,0,0,5,mean,14,0.318
10,40,3,0,0,5,mean,15,0.323
10,40,3,0,0,5,mean,16,0.345
10,40,3,0,0,5,mean,17,0.334
10,40,3,0,0,5,mean,18,0.351
10,40,3,0,0,5,mean,19,0.355
10,40,3,0,0,5,mean,20,0.313
10,40,3,0,0,5,mean,21,0.291
10,40,3,0,0,5,mean,22,0.352
10,40,3,0,0,5,mean,23,0.362
10,40,3,0,0,5,mean,24,0.362
10,40,3,0,0,5,mean,25,0.383
10,40,3,0,0,5,mean,26,0.323
10,40,3,0,0,5,mean,27,0.34
10,40,3,0,0,5,mean,28,0.376
10,40,3,0,0,5,mean,29,0.37
10,40,3,0,0,5,mean,30,0.354
10,40,3,0,0,5,mean,31,0.363
10,40,3,0,0,5,mean,32,0.395
10,40,3,0,0,5,mean,33,0.368
10,40,3,0,0,5,mean,34,0.372
10,40,3,0,0,5,mean,35,0.312
10,40,3,0,0,5,mean,36,0.334
10,40,3,0,0,5,mean,37,0.338
10,40,3,0,0,5,mean,38,0.333
10,40,3,0,0,5,mean,39,0.355
10,40,3,0,0,5,mean,40,0.395
